Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
32.0,4.5,12.310972,76.659264,12.370972,76.719264,5,1,1,2,2,0.0,0,2,29
22.0,4.9,17.433809,78.386744,17.503809,78.456744,1,1,1,0,3,1.0,0,0,35
30.0,5.0,22.311603,73.165012,22.401603,73.255012,5,1,0,0,2,3.0,0,0,52
20.0,4.9,18.563934,73.915367,18.623935,73.975367,1,3,1,3,2,0.0,0,2,13
34.0,5.0,12.337978,76.616792,12.407978,76.686792,4,1,2,1,3,1.0,0,2,27
20.0,4.8,0.0,0.0,0.13,0.13,3,2,2,1,3,1.0,0,0,18
35.0,4.5,18.533811,73.899315,18.623811,73.989315,3,2,0,0,2,1.0,0,0,23
32.0,4.6,22.74806,75.8934,22.83806,75.9834,2,1,2,0,3,1.0,0,0,25
26.0,5.0,22.760072,75.892574,22.870072,76.002574,5,3,0,3,2,1.0,0,0,28
20.0,4.8,12.970324,77.645748,13.020324,77.695748,0,1,2,0,3,1.0,0,0,21
38.0,4.4,15.574828,73.766883,15.644828,73.836883,5,3,1,0,3,0.0,0,2,38
39.0,4.9,18.516216,73.842527,18.536216,73.862527,4,2,1,0,2,0.0,0,0,14
28.0,4.8,30.332735,78.054222,30.422735,78.144222,1,1,0,1,2,1.0,1,0,47
35.0,4.5,22.722634,75.886959,22.792634,75.956959,5,3,2,0,3,1.0,0,0,28
21.0,4.6,11.001753,76.986241,11.021753,77.006241,0,2,0,1,2,1.0,0,0,16
37.0,4.3,21.170096,72.789122,21.190096,72.809122,2,0,1,2,3,1.0,0,0,33
36.0,4.1,17.411028,78.329645,17.541028,78.459645,1,3,1,1,2,1.0,0,0,37
24.0,4.8,11.022298,76.998349,11.112298,77.088349,0,3,0,1,2,2.0,0,0,33
25.0,4.8,21.15276,72.778059,21.26276,72.888059,3,3,2,1,3,0.0,0,0,23
22.0,4.8,12.337978,76.616792,12.467978,76.746792,1,3,2,1,2,1.0,0,0,37
34.0,4.7,23.355164,85.324097,23.385164,85.354097,5,2,1,3,3,1.0,0,2,20
25.0,4.2,0.0,0.0,0.06,0.06,3,2,0,3,2,1.0,0,2,23
27.0,4.6,26.921411,75.793604,26.941411,75.813604,1,2,1,1,2,0.0,0,0,15
27.0,4.9,22.31279,73.170283,22.37279,73.230283,0,2,0,0,2,1.0,0,0,15
24.0,4.6,12.934179,77.615797,13.064179,77.745797,3,3,2,3,2,1.0,0,0,29
20.0,4.5,26.473698,80.352677,26.493698,80.372677,2,2,2,1,3,0.0,0,0,11
29.0,4.9,22.744648,75.894377,22.764648,75.914377,0,2,2,1,3,0.0,0,0,19
30.0,4.2,0.0,0.0,0.04,0.04,5,3,2,0,3,1.0,0,0,33
36.0,4.9,26.913483,75.803139,27.053483,75.943139,5,1,1,3,2,0.0,0,0,30
30.0,4.7,12.970324,77.645748,13.020324,77.695748,3,1,1,0,3,0.0,0,0,31
29.0,4.6,22.74806,75.8934,22.76806,75.9134,2,2,1,1,3,0.0,0,2,14
24.0,4.8,22.751857,75.866699,22.861857,75.976699,0,1,0,0,2,2.0,0,0,39
30.0,4.2,30.346994,78.062543,30.386994,78.102543,1,0,0,1,2,1.0,0,0,32
24.0,4.7,26.846156,75.8023,26.976156,75.9323,3,3,0,2,2,1.0,0,0,20
37.0,5.0,17.458998,78.500366,17.478998,78.520366,1,0,1,1,2,1.0,0,0,25
20.0,4.7,18.56245,73.916619,18.59245,73.946619,5,1,1,1,2,0.0,0,2,12
38.0,4.8,26.910262,75.783013,27.050262,75.923013,1,1,0,1,2,2.0,0,0,42
21.0,4.5,21.157729,72.768726,21.197729,72.808726,5,0,1,0,2,1.0,0,0,27
33.0,4.7,11.003008,76.97544,11.043008,77.01544,5,3,1,2,2,1.0,0,0,29
28.0,4.8,26.846156,75.8023,26.896156,75.8523,2,1,0,0,2,0.0,0,0,30
36.0,4.7,22.552996,88.35231,22.572996,88.37231,0,2,1,3,3,1.0,0,0,17
27.0,4.8,13.086438,80.220672,13.156439,80.290672,2,2,1,1,3,1.0,0,2,13
30.0,4.7,-22.761226,-75.887522,22.841226,75.967522,1,2,1,2,3,1.0,0,0,43
31.0,4.9,23.369746,85.33982,23.429746,85.39982,2,2,2,1,2,1.0,0,0,24
31.0,4.7,30.914057,75.83982,31.024057,75.94982,3,2,0,3,2,1.0,0,0,20
33.0,4.7,12.98041,77.640489,13.06041,77.720489,0,2,0,2,2,1.0,0,0,44
24.0,4.9,22.310329,73.169083,22.340329,73.199083,3,2,1,0,3,0.0,0,0,14
29.0,5.0,17.438263,78.397865,17.508263,78.467865,0,2,2,3,1,0.0,0,0,28
20.0,4.6,12.934179,77.615797,13.024179,77.705797,2,1,0,3,2,1.0,0,2,37
32.0,4.6,26.88842,75.800689,26.94842,75.860689,0,3,0,0,2,0.0,0,0,28
25.0,4.0,19.176269,72.836721,19.186269,72.846721,3,2,0,0,2,1.0,0,0,24
27.0,4.9,12.981615,80.231598,13.111615,80.361598,3,1,0,0,2,1.0,0,0,27
33.0,4.5,12.323978,76.627961,12.353978,76.657961,3,1,1,1,2,1.0,0,0,30
32.0,4.6,21.183434,72.814492,21.253434,72.884492,2,1,0,3,2,1.0,0,0,50
32.0,4.6,26.921411,75.793604,26.931411,75.803604,1,0,0,2,2,1.0,0,0,34
27.0,4.3,22.725835,75.887648,22.805835,75.967648,5,3,0,3,2,1.0,0,0,31
38.0,4.7,17.430448,78.418213,17.440448,78.428213,1,2,2,3,3,1.0,0,0,17
30.0,4.7,26.481547,80.299775,26.541547,80.359775,1,2,3,0,1,1.0,0,0,18
39.0,4.4,23.214294,77.435361,23.324294,77.545361,4,1,0,2,2,1.0,0,0,33
22.0,4.7,23.374878,85.335739,23.394878,85.355739,1,2,0,3,2,1.0,0,0,15
37.0,4.6,19.055831,72.833984,19.065831,72.843984,5,2,1,0,3,1.0,0,0,26
35.0,4.4,19.874733,75.353942,19.894733,75.373942,5,2,0,1,2,0.0,0,0,20
29.0,4.8,23.369746,85.33982,23.429746,85.39982,4,3,1,2,3,1.0,0,2,15
39.0,4.1,19.178321,72.834715,19.308321,72.964715,5,3,0,0,2,1.0,0,0,32
30.0,4.4,22.311844,73.165081,22.421844,73.275081,2,1,2,3,3,1.0,0,0,41
38.0,4.1,18.55144,73.804855,18.66144,73.914855,0,3,1,2,3,1.0,0,0,42
37.0,4.5,26.891191,75.802083,26.921191,75.832083,3,1,1,0,2,1.0,0,0,28
31.0,4.2,22.725835,75.887648,22.745835,75.907648,5,0,2,1,3,1.0,0,0,34
33.0,4.4,13.064181,80.236442,13.124181,80.296442,1,1,2,0,3,0.0,0,0,35
35.0,4.8,22.311844,73.165081,22.321844,73.175081,3,2,2,2,1,1.0,0,0,25
32.0,4.8,21.186884,72.793616,21.246884,72.853616,0,2,0,1,2,0.0,0,0,27
35.0,4.7,22.761593,75.886362,22.891593,76.016362,0,1,2,0,2,1.0,0,0,39
36.0,5.0,30.328174,78.049117,30.438174,78.159117,2,1,1,3,2,0.0,0,0,25
34.0,4.8,12.337928,76.617889,12.377928,76.657889,0,0,0,3,2,0.0,0,0,33
39.0,4.6,13.026286,80.275235,13.116286,80.365235,5,2,1,1,2,1.0,0,0,20
32.0,4.6,11.001852,76.976268,11.131852,77.106268,5,2,1,2,2,1.0,0,0,18
36.0,4.8,22.744648,75.894377,22.824648,75.974377,0,2,1,3,3,0.0,0,0,30
22.0,4.8,12.311072,76.654878,12.361072,76.704878,3,2,1,3,2,1.0,0,2,10
35.0,4.4,12.979096,77.640625,13.089096,77.750625,1,1,1,3,2,1.0,0,0,40
23.0,4.9,22.761593,75.886362,22.871593,75.996362,0,1,2,3,2,1.0,1,0,41
26.0,4.9,22.552996,88.35231,22.582996,88.38231,4,2,1,3,3,1.0,0,0,16
21.0,4.9,15.496162,73.825364,15.626162,73.955364,2,3,1,0,3,1.0,0,2,26
24.0,4.6,23.369746,85.33982,23.389746,85.35982,5,2,2,3,1,1.0,0,0,17
30.0,4.8,26.911378,75.789034,26.931378,75.809034,5,2,2,0,2,0.0,0,2,24
38.0,4.6,23.374989,85.335486,23.384989,85.345486,3,2,1,1,2,1.0,0,0,21
36.0,4.7,11.006686,76.951736,11.036686,76.981736,1,3,0,0,2,1.0,0,2,26
22.0,4.7,17.431477,78.40035,17.521477,78.49035,5,2,2,3,3,0.0,0,0,12
37.0,4.8,17.440827,78.393391,17.490827,78.443391,5,1,1,3,3,1.0,0,0,27
33.0,4.8,19.091458,72.827808,19.111458,72.847808,4,2,2,2,2,1.0,0,0,16
30.0,4.7,22.727021,75.884167,22.817021,75.974167,1,2,3,2,3,0.0,0,0,37
24.0,5.0,26.892312,75.806896,26.912312,75.826896,2,2,2,0,2,1.0,0,0,16
39.0,4.8,18.56245,73.916619,18.57245,73.926619,4,2,0,0,2,1.0,0,0,20
37.0,3.8,12.981615,80.231598,13.091615,80.341598,3,1,2,1,3,1.0,0,0,39
28.0,4.9,15.546594,73.760431,15.576594,73.790431,4,3,0,2,2,1.0,0,2,23
30.0,5.0,21.183434,72.814492,21.273434,72.904492,0,3,0,1,2,0.0,0,0,42
35.0,4.6,12.939496,77.625999,12.969496,77.655999,0,1,1,1,3,1.0,0,0,38
36.0,3.5,26.902328,75.794257,27.012328,75.904257,3,3,2,2,3,2.0,0,0,37
26.0,5.0,9.966783,76.242981,9.996783,76.272981,4,3,0,2,2,0.0,0,0,18
25.0,4.7,11.008638,76.984311,11.118638,77.094311,3,2,1,0,2,0.0,0,0,18
23.0,4.4,0.0,0.0,0.01,0.01,3,2,0,3,2,0.0,0,2,20
29.0,4.6,27.161661,78.011544,27.211661,78.061544,2,2,2,1,2,1.0,0,0,19
31.0,4.6,23.232537,77.429845,23.322537,77.519845,0,2,1,3,2,1.0,0,0,25
28.0,4.8,21.157729,72.768726,21.217729,72.828726,5,1,2,0,2,1.0,0,2,11
33.0,4.1,21.175975,72.795503,21.235975,72.855503,3,1,1,2,3,1.0,0,0,34
32.0,4.1,11.003669,76.976494,11.033669,77.006494,3,1,0,2,2,1.0,0,0,37
21.0,4.8,18.56245,73.916619,18.63245,73.986619,1,1,2,3,3,0.0,0,0,31
27.0,5.0,26.90519,75.810753,26.96519,75.870753,5,2,1,3,2,0.0,0,2,12
29.0,4.7,0.0,0.0,0.09,0.09,2,2,2,0,3,1.0,0,0,13
33.0,4.5,22.308096,73.167753,22.368096,73.227753,2,1,1,3,2,1.0,0,0,25
30.0,4.6,12.979166,77.640709,13.009166,77.670709,5,1,0,3,2,3.0,0,0,43
25.0,4.9,19.065838,72.832658,19.085838,72.852658,0,2,1,0,2,0.0,0,0,14
30.0,5.0,22.310237,73.158921,22.380237,73.228921,3,2,0,0,2,1.0,0,0,26
31.0,4.9,13.029198,77.570997,13.079198,77.620997,0,3,1,1,3,1.0,0,2,18
35.0,4.6,0.0,0.0,0.05,0.05,5,1,1,2,2,1.0,0,2,29
30.0,4.7,17.438263,78.397865,17.458263,78.417865,1,2,3,1,1,0.0,0,0,15
26.0,4.9,19.876219,75.346017,19.936219,75.406017,1,1,1,0,2,1.0,0,0,32
25.0,4.8,19.131141,72.813074,19.26114,72.943074,3,1,2,3,3,0.0,0,2,17
38.0,4.9,23.211529,77.419399,23.341529,77.549399,2,3,2,1,2,1.0,0,0,21
35.0,4.6,23.351058,85.325731,23.411058,85.385731,1,3,2,2,3,0.0,0,0,15
26.0,4.7,17.431477,78.40035,17.541477,78.51035,4,3,1,0,3,1.0,0,0,11
21.0,5.0,22.761593,75.886362,22.821593,75.946362,5,1,0,1,2,1.0,0,0,31
34.0,5.0,25.451646,81.832796,25.491646,81.872796,1,3,1,0,3,0.0,0,0,18
34.0,4.9,27.163303,78.057044,27.273303,78.167044,0,3,1,1,3,1.0,0,2,31
30.0,4.7,-11.001852,-76.976268,11.061852,77.036268,0,3,1,2,3,0.0,0,0,15
21.0,4.7,23.351058,85.325731,23.361058,85.335731,4,0,2,2,2,1.0,0,2,14
26.0,4.8,12.935662,77.61413,13.005662,77.68413,4,2,0,2,2,1.0,0,2,22
34.0,4.3,26.849596,75.800512,26.939596,75.890512,0,2,2,2,2,1.0,0,0,36
27.0,4.7,0.0,0.0,0.06,0.06,5,2,1,3,3,1.0,0,2,17
28.0,4.5,9.960846,76.293936,9.970846,76.303936,3,0,0,2,2,1.0,0,0,19
22.0,4.6,26.891191,75.802083,26.931191,75.842083,1,3,1,0,2,0.0,0,2,10
30.0,4.8,0.0,0.0,0.06,0.06,5,3,2,3,1,1.0,0,0,25
22.0,4.9,23.355164,85.324097,23.395164,85.364097,1,0,2,3,3,1.0,0,0,22
38.0,4.2,18.592718,73.773572,18.702718,73.883572,3,3,1,3,3,0.0,0,0,35
30.0,5.0,12.914264,77.6784,12.934264,77.6984,3,0,2,2,3,1.0,0,2,25
25.0,4.6,12.3085,76.665808,12.3885,76.745808,4,1,2,1,1,0.0,0,0,24
20.0,4.6,12.310972,76.659264,12.320972,76.669264,0,0,0,0,2,1.0,0,0,27
29.0,4.9,12.934365,77.616155,13.024365,77.706155,2,1,0,3,2,0.0,0,0,28
25.0,4.0,12.297954,76.665169,12.347954,76.715169,0,1,2,2,1,0.0,0,0,34
32.0,4.2,19.221315,72.862381,19.281315,72.922381,1,1,2,0,3,0.0,0,0,33
21.0,4.3,19.120083,72.907385,19.130083,72.917385,2,2,0,0,2,1.0,0,0,26
22.0,5.0,19.221315,72.862381,19.311315,72.952381,4,1,0,3,2,0.0,0,0,34
26.0,4.7,26.956431,75.776649,27.086431,75.906649,4,3,1,0,2,0.0,0,0,17
33.0,4.1,12.323194,76.630583,12.373194,76.680583,5,2,0,0,2,1.0,0,0,21
21.0,4.8,22.695207,75.866059,22.755207,75.926059,1,3,2,3,3,1.0,0,0,14
20.0,4.6,19.254567,72.848923,19.294567,72.888923,3,0,0,1,2,1.0,0,0,20
30.0,4.6,18.53408,73.89852,18.56408,73.92852,4,3,0,2,2,1.0,0,2,20
36.0,4.4,17.426228,78.407495,17.556228,78.537495,5,3,1,1,3,1.0,0,0,33
26.0,4.9,0.0,0.0,0.02,0.02,0,0,2,3,1,1.0,0,0,27
34.0,4.9,26.849596,75.800512,26.889596,75.840512,1,3,1,1,2,0.0,0,0,19
29.0,5.0,23.351489,85.324253,23.371489,85.344253,4,2,0,3,2,0.0,0,0,11
25.0,4.6,26.913483,75.803139,26.933483,75.823139,4,0,1,2,3,0.0,0,0,11
34.0,5.0,-30.327968,78.046106,30.347968,78.066106,0,0,1,1,2,0.0,0,0,26
36.0,4.8,0.0,0.0,0.07,0.07,1,1,0,1,2,1.0,1,2,46
35.0,4.2,22.31279,73.170283,22.39279,73.250283,3,3,0,1,2,2.0,0,0,38
25.0,4.1,10.035573,76.336958,10.055573,76.356958,2,2,0,2,2,1.0,0,0,17
50.0,6.0,25.454648,81.834502,25.504648,81.884502,1,2,3,3,2,1.0,0,2,33
37.0,4.5,12.986047,80.218114,13.116047,80.348114,3,2,1,3,3,0.0,0,2,24
21.0,4.7,17.45971,78.368855,17.47971,78.388855,5,2,1,1,3,0.0,0,2,10
22.0,4.5,22.308096,73.167753,22.338096,73.197753,0,2,2,1,2,0.0,0,2,15
28.0,4.5,11.02091,76.940432,11.03091,76.950432,2,2,2,3,2,1.0,0,0,14
26.0,4.7,19.1813,72.836191,19.2613,72.916191,2,2,2,0,3,1.0,0,0,14
31.0,4.8,30.362686,78.06889,30.432686,78.13889,4,1,0,2,2,0.0,0,0,30
31.0,5.0,12.297954,76.665169,12.357954,76.725169,0,2,2,0,3,0.0,0,0,16
25.0,4.6,21.185047,72.80859,21.295047,72.91859,5,1,2,1,1,1.0,0,0,23
34.0,4.8,22.695207,75.866059,22.775207,75.946059,1,1,0,2,2,1.0,1,2,49
30.0,4.2,0.0,0.0,0.09,0.09,3,1,2,1,1,2.0,0,0,32
34.0,3.9,15.556561,73.763633,15.636561,73.843633,3,1,2,2,3,1.0,0,0,41
28.0,5.0,18.927584,72.832585,18.967584,72.872585,4,3,2,2,1,1.0,0,0,11
30.0,4.9,13.026279,80.174568,13.096279,80.244568,0,2,0,3,2,2.0,0,0,44
30.0,3.8,23.359194,85.325447,23.469194,85.435447,3,1,1,3,2,1.0,0,0,42
24.0,4.8,22.761226,75.887522,22.831226,75.957521,1,3,1,3,3,2.0,0,0,39
28.0,4.6,13.086438,80.220672,13.166438,80.300672,2,2,1,0,2,0.0,0,2,15
32.0,4.9,21.186438,72.794115,21.316438,72.924115,0,3,0,1,2,0.0,0,0,41
22.0,4.7,19.003517,72.82765,19.093517,72.91765,2,2,2,1,1,0.0,0,2,12
38.0,4.9,22.552672,88.352885,22.642672,88.442885,4,2,1,1,2,0.0,0,0,24
32.0,3.9,17.431668,78.408321,17.561668,78.538321,0,2,2,2,3,1.0,0,0,31
32.0,4.9,27.157772,78.04725,27.177772,78.06725,0,2,2,3,3,0.0,0,2,15
33.0,4.3,26.891191,75.802083,26.901191,75.812083,5,2,0,1,2,1.0,0,0,24
37.0,4.9,13.091809,80.219104,13.151809,80.279104,0,1,0,2,2,0.0,0,0,27
31.0,3.8,11.022477,76.995667,11.112477,77.085667,2,1,1,1,3,1.0,0,0,38
37.0,4.9,12.321214,76.621094,12.451214,76.751094,2,1,0,3,2,1.0,0,0,46
26.0,4.5,23.351058,85.325731,23.371058,85.345731,5,0,0,1,2,1.0,0,2,23
38.0,4.7,0.0,0.0,0.02,0.02,0,2,1,3,3,1.0,0,0,16
27.0,4.8,11.000762,76.981876,11.090762,77.071876,3,1,2,1,3,1.0,0,0,29
30.0,4.3,12.972532,77.608179,12.982532,77.618179,3,2,0,1,2,1.0,0,0,25
33.0,5.0,22.745049,75.892471,22.815049,75.962471,0,3,1,2,2,1.0,0,2,30
26.0,5.0,27.195928,77.998092,27.285928,78.088092,4,3,2,0,3,1.0,0,2,11
34.0,5.0,27.160934,78.044095,27.300934,78.184095,2,1,0,3,2,2.0,0,0,36
38.0,4.6,10.994136,76.963303,11.124136,77.093303,5,1,2,3,3,1.0,0,2,29
20.0,4.8,15.506205,73.766668,15.546205,73.806668,4,3,0,2,2,0.0,0,0,21
23.0,4.6,12.316967,76.603067,12.376967,76.663067,5,2,2,0,3,1.0,0,0,11
24.0,4.8,23.359033,85.325347,23.369033,85.335347,5,2,2,0,3,0.0,0,0,17
39.0,4.5,26.88842,75.800689,26.90842,75.820689,0,2,2,1,2,1.0,0,0,18
35.0,4.8,23.351489,85.324253,23.441489,85.414253,1,2,0,0,2,1.0,0,0,36
36.0,4.7,10.994136,76.963303,11.014136,76.983303,4,2,1,1,2,0.0,0,0,10
28.0,4.7,22.552672,88.352885,22.612672,88.412885,0,1,0,2,2,0.0,0,0,21
35.0,4.7,18.994049,72.825203,19.044049,72.875203,5,1,0,2,2,2.0,0,0,40
38.0,4.7,12.986047,80.218114,13.026047,80.258114,3,0,2,0,3,1.0,0,0,27
33.0,4.7,0.0,0.0,0.06,0.06,4,3,2,2,3,1.0,0,0,18
37.0,3.8,12.933298,77.614293,13.063298,77.744293,2,1,2,2,3,0.0,0,0,41
31.0,4.8,19.22384,72.841347,19.25384,72.871347,2,1,1,2,3,1.0,0,2,28
39.0,4.6,12.979096,77.640625,13.039096,77.700625,5,1,2,0,2,2.0,0,2,34
37.0,4.9,11.022477,76.995667,11.102477,77.075667,1,2,0,1,2,2.0,1,0,40
32.0,4.6,26.88842,75.800689,27.02842,75.940689,3,1,2,0,3,1.0,0,0,27
38.0,4.0,12.321214,76.621094,12.401214,76.701094,3,1,0,2,2,1.0,0,0,51
22.0,5.0,25.449659,81.839744,25.559659,81.949744,0,3,1,2,2,0.0,0,2,31
28.0,4.9,12.978453,77.643685,13.038453,77.703685,0,3,0,0,2,1.0,0,0,24
30.0,4.7,22.552996,88.35231,22.642996,88.44231,5,3,2,3,3,1.0,0,0,26
28.0,4.8,22.308096,73.167753,22.438096,73.297753,5,2,1,0,3,0.0,0,2,13
38.0,4.2,19.065838,72.832658,19.145838,72.912658,2,1,2,3,1,0.0,0,0,35
29.0,4.7,13.027018,80.254791,13.077018,80.304791,4,1,1,0,2,1.0,0,2,14
23.0,4.5,21.149669,72.772629,21.159669,72.782629,1,0,0,3,2,0.0,0,0,20
38.0,4.6,11.021278,76.995017,11.131278,77.105017,1,3,1,2,3,1.0,0,0,41
25.0,4.7,22.751857,75.866699,22.801857,75.916699,3,3,2,1,1,1.0,0,0,22
27.0,4.6,23.354422,85.3329,23.424422,85.4029,3,2,0,2,2,1.0,0,0,24
25.0,5.0,18.546258,73.904337,18.596258,73.954337,1,1,2,1,3,1.0,0,0,24
39.0,4.2,10.020683,76.310631,10.060683,76.350631,2,0,0,0,2,0.0,0,0,45
38.0,4.0,17.41233,78.449654,17.48233,78.519654,3,3,0,2,2,1.0,0,0,34
37.0,4.9,19.176269,72.836721,19.226269,72.886721,4,2,1,2,3,1.0,0,2,15
27.0,4.7,13.066762,80.251865,13.136762,80.321865,4,3,1,0,2,0.0,0,2,12
20.0,4.8,26.849596,75.800512,26.859596,75.810512,0,2,2,3,1,0.0,0,2,15
38.0,4.6,12.970324,77.645748,13.040324,77.715748,5,2,0,1,2,1.0,0,0,25
36.0,5.0,26.891191,75.802083,26.951191,75.862083,0,3,2,3,3,0.0,0,2,15
37.0,4.5,19.065838,72.832658,19.075838,72.842658,5,2,0,3,2,0.0,0,0,30
30.0,4.8,22.753839,75.897429,22.763838,75.907429,0,2,0,0,2,1.0,0,0,23
33.0,5.0,12.972532,77.608179,13.062532,77.698179,3,2,1,1,2,1.0,0,2,26
26.0,4.6,11.001852,76.976268,11.051852,77.026268,2,2,2,1,3,0.0,0,0,14
28.0,4.8,18.55144,73.804855,18.59144,73.844855,4,0,2,0,3,0.0,0,0,12
31.0,4.6,18.592718,73.773572,18.722718,73.903572,0,3,2,1,3,1.0,0,0,30
35.0,4.9,22.307898,73.167788,22.377898,73.237788,0,1,0,2,2,1.0,0,0,41
24.0,4.5,12.323225,76.630028,12.453225,76.760028,4,3,0,0,2,0.0,0,0,17
30.0,4.7,12.310972,76.659264,12.380972,76.729264,4,2,1,1,3,0.0,0,0,29
33.0,4.9,12.972793,80.249982,13.082793,80.359982,2,3,2,2,2,1.0,0,0,23
34.0,4.9,12.972532,77.608179,12.992532,77.628179,2,2,1,1,3,1.0,0,0,25
25.0,4.8,12.913041,77.683237,12.933041,77.703237,2,2,2,3,3,0.0,0,0,10
33.0,4.9,21.170096,72.789122,21.220096,72.839122,1,1,1,0,3,0.0,0,0,26
39.0,4.6,19.22384,72.841347,19.30384,72.921347,4,2,0,2,2,1.0,0,0,30
22.0,4.7,19.875522,75.367127,20.005522,75.497127,3,1,2,2,2,0.0,0,0,29
20.0,4.7,22.310237,73.158921,22.370237,73.218921,3,1,0,2,2,1.0,0,0,23
26.0,4.9,23.354422,85.3329,23.384422,85.3629,4,2,2,1,3,0.0,0,0,17
29.0,4.8,21.173343,72.792731,21.183343,72.802731,5,2,2,2,2,1.0,0,0,19
31.0,4.6,0.0,0.0,0.04,0.04,0,3,1,3,3,0.0,0,0,18
39.0,4.2,19.121999,72.908493,19.231999,73.018493,2,1,1,2,2,1.0,0,0,40
30.0,4.6,12.972532,77.608179,13.042532,77.678179,1,2,2,1,1,1.0,0,0,27
28.0,4.6,12.3085,76.665808,12.3285,76.685808,2,0,1,1,3,1.0,0,2,28
20.0,4.8,22.651847,75.881991,22.761847,75.991991,0,2,0,2,2,1.0,0,2,22
34.0,4.4,22.514688,88.393294,22.624688,88.503294,1,3,1,3,3,0.0,0,2,32
26.0,4.7,23.234631,77.401663,23.264631,77.431663,0,1,2,0,3,1.0,0,2,27
39.0,4.7,23.359194,85.325447,23.409194,85.375447,3,3,0,0,2,0.0,0,2,25
35.0,4.3,22.745536,75.893106,22.815536,75.963106,3,1,1,2,2,1.0,0,0,35
27.0,4.7,15.498603,73.826911,15.548603,73.876911,1,3,1,3,2,0.0,0,0,11
27.0,4.4,0.0,0.0,0.01,0.01,3,2,0,2,2,1.0,0,0,25
28.0,4.7,0.0,0.0,0.04,0.04,1,3,1,2,3,0.0,0,0,14
38.0,4.5,11.001753,76.986241,11.031753,77.016241,5,3,1,0,2,1.0,0,0,30
20.0,5.0,17.431668,78.408321,17.561668,78.538321,5,1,1,3,3,1.0,0,0,26
27.0,4.9,22.74806,75.8934,22.76806,75.9134,2,0,1,2,3,1.0,0,0,10
31.0,4.8,18.536562,73.896485,18.576562,73.936485,0,3,1,1,3,0.0,0,2,16
23.0,4.9,15.498603,73.826911,15.568603,73.896911,5,1,1,1,2,1.0,0,2,27
36.0,4.2,21.175975,72.795503,21.195975,72.815503,5,2,0,3,2,0.0,0,0,25
25.0,4.5,17.431668,78.408321,17.451668,78.428321,3,2,2,2,1,1.0,0,2,16
29.0,4.5,22.310237,73.158921,22.320237,73.168921,0,0,1,1,2,1.0,0,0,29
23.0,4.7,22.651847,75.881991,22.721847,75.951991,5,1,1,0,3,1.0,0,0,22
27.0,4.6,21.157729,72.768726,21.207729,72.818726,5,1,2,2,1,1.0,0,0,20
23.0,4.9,19.055831,72.833984,19.065831,72.843984,0,2,0,0,2,0.0,0,0,18
36.0,4.9,30.361281,78.068022,30.371281,78.078022,0,2,2,0,3,1.0,0,0,19
24.0,4.9,18.53408,73.89852,18.58408,73.94852,3,1,2,3,3,1.0,0,0,19
30.0,4.7,18.530963,73.828972,18.540963,73.838972,4,0,2,2,3,0.0,0,0,23
23.0,4.6,23.359407,85.325055,23.409407,85.375055,0,3,0,2,2,1.0,0,0,26
24.0,4.7,13.054347,80.257221,13.134347,80.337221,2,1,2,2,2,0.0,0,2,18
36.0,4.7,23.374989,85.335486,23.484989,85.445486,1,1,0,3,2,3.0,0,1,51
21.0,5.0,19.121999,72.908493,19.191999,72.978493,4,1,2,2,2,1.0,0,2,17
38.0,4.5,11.022169,76.999594,11.052169,77.029594,0,3,1,3,2,1.0,0,0,15
38.0,4.9,0.0,0.0,0.06,0.06,0,1,0,1,2,1.0,0,0,25
28.0,4.9,18.554382,73.798206,18.644382,73.888206,0,1,2,0,3,2.0,0,0,37
20.0,4.6,10.96185,76.971082,11.02185,77.031082,1,2,2,1,1,0.0,0,2,15
20.0,4.6,15.49395,73.827423,15.53395,73.867423,2,3,2,2,1,0.0,0,0,26
39.0,3.5,12.981615,80.231598,13.111615,80.361598,2,1,1,1,2,1.0,0,0,36
35.0,4.6,30.362686,78.06889,30.372686,78.07889,5,2,1,3,2,1.0,0,0,27
39.0,3.7,17.440827,78.393391,17.570827,78.523391,1,2,2,3,1,1.0,0,2,32
29.0,4.6,26.90519,75.810753,26.97519,75.880753,2,2,2,0,1,1.0,0,0,11
20.0,4.7,13.02978,80.208812,13.10978,80.288812,4,3,0,2,2,1.0,0,0,16
30.0,4.7,27.159795,78.04299,27.299795,78.18299,4,3,0,3,2,2.0,0,0,36
23.0,4.9,23.374878,85.335739,23.454878,85.415739,4,3,0,0,2,1.0,0,2,25
34.0,4.7,12.934179,77.615797,12.984179,77.665797,5,1,1,2,3,1.0,0,2,30
34.0,4.7,22.751234,75.88949,22.831234,75.96949,4,1,0,3,2,1.0,0,2,25
38.0,4.7,27.160832,78.011608,27.250832,78.101608,4,1,1,2,3,1.0,0,2,26
33.0,4.6,26.849596,75.800512,26.879596,75.830512,1,1,1,3,3,1.0,0,0,25
26.0,4.8,0.0,0.0,0.02,0.02,0,2,1,3,3,1.0,0,2,11
24.0,4.7,0.0,0.0,0.01,0.01,1,2,0,2,2,1.0,0,0,15
37.0,4.8,23.234249,77.434007,23.314249,77.514007,4,1,2,3,3,1.0,0,0,21
